"PSComputerName","RunspaceId","PSShowComputerName","Timestamp","ClientIp","ClientHostname","ServerIp","ServerHostname","SourceContext","ConnectorId","Source","EventId","InternalMessageId","MessageId","NetworkMessageId","Recipients","RecipientStatus","TotalBytes","RecipientCount","RelatedRecipientAddress","Reference","MessageSubject","Sender","ReturnPath","Directionality","TenantId","OriginalClientIp","MessageInfo","MessageLatency","MessageLatencyType","EventData","TransportTrafficType","SchemaVersion"
"hcm-mb01.ritavo.com","2f83d4be-73c9-4cb6-a4f8-a09be309cb9b","False","10/3/2025 10:00:06 AM","172.16.1.11","hcm-mb01.ritavo.com","172.16.1.11","hcm-mb01","08DDF7A459BCDEB1;2025-10-03T03:00:06.300Z;0","HCM-MB01\Client Proxy HCM-MB01","SMTP","RECEIVE","147398982631425","<AASTUKO2DRU4.6ZXRU5ERXR2S2@workitappsrv3>","1105cda9-6ea7-4304-f77f-08de0228f4e4","System.String[]","System.String[]","12551","2","",,"?? ngh? thanh to?n - Rita V? [TTRTVG1-25100101] [02/10/2025 TR?NH TH? DUY?N] [Ch? duy?t (Pending Approved)]","noreply-office@ritavo.com","noreply-office@ritavo.com","Originating","","172.16.1.254","07I: ",,"None","System.Collections.Generic.KeyValuePair`2[System.String,System.Object][]","Email","15.02.1544.034"
"hcm-mb01.ritavo.com","2f83d4be-73c9-4cb6-a4f8-a09be309cb9b","False","10/3/2025 10:00:06 AM","","hcm-mb01","","","CatContentConversion","","AGENT","AGENTINFO","147398982631425","<AASTUKO2DRU4.6ZXRU5ERXR2S2@workitappsrv3>","1105cda9-6ea7-4304-f77f-08de0228f4e4","System.String[]","System.String[]","12876","2","",,"?? ngh? thanh to?n - Rita V? [TTRTVG1-25100101] [02/10/2025 TR?NH TH? DUY?N] [Ch? duy?t (Pending Approved)]","noreply-office@ritavo.com","noreply-office@ritavo.com","Originating","","172.16.1.254","",,"None","System.Collections.Generic.KeyValuePair`2[System.String,System.Object][]","Email","15.02.1544.034"
"hcm-mb01.ritavo.com","2f83d4be-73c9-4cb6-a4f8-a09be309cb9b","False","10/3/2025 10:00:09 AM","172.16.1.11","hcm-mb01","172.16.1.11","hcm-mb01.ritavo.com",";250 2.0.0 OK <AASTUKO2DRU4.6ZXRU5ERXR2S2@workitappsrv3> [Hostname=hcm-mb01.ritavo.com];ClientSubmitTime:","Intra-Organization SMTP Send Connector","SMTP","SEND","147398982631425","<AASTUKO2DRU4.6ZXRU5ERXR2S2@workitappsrv3>","1105cda9-6ea7-4304-f77f-08de0228f4e4","System.String[]","System.String[]","15614","1","",,"?? ngh? thanh to?n - Rita V? [TTRTVG1-25100101] [02/10/2025 TR?NH TH? DUY?N] [Ch? duy?t (Pending Approved)]","noreply-office@ritavo.com","noreply-office@ritavo.com","Originating","","","2025-10-03T03:00:06.332Z;LSRV=hcm-mb01.ritavo.com:TOTAL-HUB=2.877|SMR=0.191(SMRDE=0.052|SMRC=0.138(SMRCL=0.102|X-SMRCR=0.138))|CAT=0.044(CATOS=0.001(CATSM=0.001)|CATRESL=0.009|CATORES=0.029(CATRS=0.028(CATRS-Transport Rule Agent=0.002(X-ETREX=0.001)|CATRS-Index Routing Agent=0.024))|CATORT=0.001(CATRT=0.001))|UNK=0.002|SMSC=0.016|SMS=2.619(SMSMBXD=2.609)","00:00:02.8770000","LocalServer","System.Collections.Generic.KeyValuePair`2[System.String,System.Object][]","Email","15.02.1544.034"
"hcm-mb01.ritavo.com","2f83d4be-73c9-4cb6-a4f8-a09be309cb9b","False","10/3/2025 10:00:23 AM","","","","hcm-mb01","hcm-mb02.ritavo.com=250 2.6.0 <4SIBMNO2DRU4.WPGFUGZRAS6W2@workitappsrv3> [InternalId=147351737991176, Hostname=hcm-mb02.ritavo.com] Queued mail for redundancy","","SMTP","HAREDIRECT","147398982631435","<4SIBMNO2DRU4.WPGFUGZRAS6W2@workitappsrv3>","1242078c-f8b7-450d-0a22-08de0228fed9","System.String[]","System.String[]","16855","1","",,"?? ngh? thanh to?n - Rita V? [TTRTVG1-25100118] [03/10/2025 NGUY?N NG?C DI?M] [Ch? duy?t (Pending Approved)]","noreply-office@ritavo.com","noreply-office@ritavo.com","Originating","","","",,"None","System.Collections.Generic.KeyValuePair`2[System.String,System.Object][]","Email","15.02.1544.034"
"hcm-mb01.ritavo.com","2f83d4be-73c9-4cb6-a4f8-a09be309cb9b","False","10/3/2025 10:00:23 AM","172.16.1.11","hcm-mb01.ritavo.com","172.16.1.11","hcm-mb01","08DDF7A459BCDEC7;2025-10-03T03:00:23.007Z;0","HCM-MB01\Client Proxy HCM-MB01","SMTP","RECEIVE","147398982631435","<4SIBMNO2DRU4.WPGFUGZRAS6W2@workitappsrv3>","1242078c-f8b7-450d-0a22-08de0228fed9","System.String[]","System.String[]","16855","1","",,"?? ngh? thanh to?n - Rita V? [TTRTVG1-25100118] [03/10/2025 NGUY?N NG?C DI?M] [Ch? duy?t (Pending Approved)]","noreply-office@ritavo.com","noreply-office@ritavo.com","Originating","","172.16.1.254","07I: ",,"None","System.Collections.Generic.KeyValuePair`2[System.String,System.Object][]","Email","15.02.1544.034"
"hcm-mb01.ritavo.com","2f83d4be-73c9-4cb6-a4f8-a09be309cb9b","False","10/3/2025 10:00:23 AM","","hcm-mb01","","","CatContentConversion","","AGENT","AGENTINFO","147398982631435","<4SIBMNO2DRU4.WPGFUGZRAS6W2@workitappsrv3>","1242078c-f8b7-450d-0a22-08de0228fed9","System.String[]","System.String[]","17178","1","",,"?? ngh? thanh to?n - Rita V? [TTRTVG1-25100118] [03/10/2025 NGUY?N NG?C DI?M] [Ch? duy?t (Pending Approved)]","noreply-office@ritavo.com","noreply-office@ritavo.com","Originating","","172.16.1.254","",,"None","System.Collections.Generic.KeyValuePair`2[System.String,System.Object][]","Email","15.02.1544.034"
"hcm-mb01.ritavo.com","2f83d4be-73c9-4cb6-a4f8-a09be309cb9b","False","10/3/2025 10:00:23 AM","172.16.1.11","hcm-mb01","172.16.1.11","hcm-mb01.ritavo.com",";250 2.0.0 OK <4SIBMNO2DRU4.WPGFUGZRAS6W2@workitappsrv3> [Hostname=hcm-mb01.ritavo.com];ClientSubmitTime:","Intra-Organization SMTP Send Connector","SMTP","SEND","147398982631435","<4SIBMNO2DRU4.WPGFUGZRAS6W2@workitappsrv3>","1242078c-f8b7-450d-0a22-08de0228fed9","System.String[]","System.String[]","20126","1","",,"?? ngh? thanh to?n - Rita V? [TTRTVG1-25100118] [03/10/2025 NGUY?N NG?C DI?M] [Ch? duy?t (Pending Approved)]","noreply-office@ritavo.com","noreply-office@ritavo.com","Originating","","","2025-10-03T03:00:23.036Z;LSRV=hcm-mb01.ritavo.com:TOTAL-HUB=0.560|SMR=0.163(SMRDE=0.050|SMRC=0.105(SMRCL=0.103|X-SMRCR=0.103))|CAT=0.038(CATOS=0.001|CATRESL=0.005|CATORES=0.028(CATRS=0.028(CATRS-Transport Rule Agent=0.001(X-ETREX=0.001)|CATRS-Index Routing Agent=0.025)))|SMSC=0.020|SMS=0.335(SMSMBXD=0.325)","00:00:00.5600000","LocalServer","System.Collections.Generic.KeyValuePair`2[System.String,System.Object][]","Email","15.02.1544.034"
"hcm-mb01.ritavo.com","2f83d4be-73c9-4cb6-a4f8-a09be309cb9b","False","10/3/2025 10:00:37 AM","","","","hcm-mb01","hcm-mb02.ritavo.com=250 2.6.0 <EMBF0QO2DRU4.791I93G7QQHO@workitappsrv3> [InternalId=147351737991178, Hostname=hcm-mb02.ritavo.com] Queued mail for redundancy","","SMTP","HAREDIRECT","147398982631437","<EMBF0QO2DRU4.791I93G7QQHO@workitappsrv3>","e4c67fc0-09c8-4935-c407-08de02290780","System.String[]","System.String[]","17516","2","",,"?? ngh? thanh to?n - Rita V? [TTRTVG1-25100118] [03/10/2025 NGUY?N NG?C DI?M] [Ch? duy?t (Pending Approved)]","noreply-office@ritavo.com","noreply-office@ritavo.com","Originating","","","",,"None","System.Collections.Generic.KeyValuePair`2[System.String,System.Object][]","Email","15.02.1544.034"
"hcm-mb01.ritavo.com","2f83d4be-73c9-4cb6-a4f8-a09be309cb9b","False","10/3/2025 10:00:37 AM","172.16.1.11","hcm-mb01.ritavo.com","172.16.1.11","hcm-mb01","08DDF7A459BCDECC;2025-10-03T03:00:37.505Z;0","HCM-MB01\Client Proxy HCM-MB01","SMTP","RECEIVE","147398982631437","<EMBF0QO2DRU4.791I93G7QQHO@workitappsrv3>","e4c67fc0-09c8-4935-c407-08de02290780","System.String[]","System.String[]","17516","2","",,"?? ngh? thanh to?n - Rita V? [TTRTVG1-25100118] [03/10/2025 NGUY?N NG?C DI?M] [Ch? duy?t (Pending Approved)]","noreply-office@ritavo.com","noreply-office@ritavo.com","Originating","","172.16.1.254","07I: ",,"None","System.Collections.Generic.KeyValuePair`2[System.String,System.Object][]","Email","15.02.1544.034"
"hcm-mb01.ritavo.com","2f83d4be-73c9-4cb6-a4f8-a09be309cb9b","False","10/3/2025 10:00:37 AM","","hcm-mb01","","","CatContentConversion","","AGENT","AGENTINFO","147398982631437","<EMBF0QO2DRU4.791I93G7QQHO@workitappsrv3>","e4c67fc0-09c8-4935-c407-08de02290780","System.String[]","System.String[]","17841","2","",,"?? ngh? thanh to?n - Rita V? [TTRTVG1-25100118] [03/10/2025 NGUY?N NG?C DI?M] [Ch? duy?t (Pending Approved)]","noreply-office@ritavo.com","noreply-office@ritavo.com","Originating","","172.16.1.254","",,"None","System.Collections.Generic.KeyValuePair`2[System.String,System.Object][]","Email","15.02.1544.034"
